id,config_id,updated_at,cashflow,total_assets,positions
d101a001-0001-4001-a001-100000000016,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-16 12:30:00.000000+00,10000.00,110000.00,"{""AAPL"":{""value"":20600.00,""shares"":85},""NVDA"":{""value"":41400.00,""shares"":40},""AMZN"":{""value"":48000.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000017,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-17 12:30:00.000000+00,10000.00,112100.00,"{""AAPL"":{""value"":21000.00,""shares"":85},""NVDA"":{""value"":42000.00,""shares"":40},""AMZN"":{""value"":49100.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000018,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-18 12:30:00.000000+00,10000.00,114500.00,"{""AAPL"":{""value"":21500.00,""shares"":85},""NVDA"":{""value"":42800.00,""shares"":40},""AMZN"":{""value"":50200.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000019,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-19 12:30:00.000000+00,10000.00,113800.00,"{""AAPL"":{""value"":21300.00,""shares"":85},""NVDA"":{""value"":42500.00,""shares"":40},""AMZN"":{""value"":50000.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000020,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-20 12:30:00.000000+00,10000.00,126600.00,"{""AAPL"":{""value"":21800.00,""shares"":85},""NVDA"":{""value"":43500.00,""shares"":40},""AMZN"":{""value"":51300.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000021,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-21 12:30:00.000000+00,10000.00,129000.00,"{""AAPL"":{""value"":22200.00,""shares"":85},""NVDA"":{""value"":44500.00,""shares"":40},""AMZN"":{""value"":52300.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000022,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-22 12:30:00.000000+00,10000.00,121500.00,"{""AAPL"":{""value"":22600.00,""shares"":85},""NVDA"":{""value"":45500.00,""shares"":40},""AMZN"":{""value"":53400.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000023,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-23 12:30:00.000000+00,10000.00,134000.00,"{""AAPL"":{""value"":23000.00,""shares"":85},""NVDA"":{""value"":46500.00,""shares"":40},""AMZN"":{""value"":54500.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000024,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-24 12:30:00.000000+00,10000.00,133200.00,"{""AAPL"":{""value"":22800.00,""shares"":85},""NVDA"":{""value"":46200.00,""shares"":40},""AMZN"":{""value"":54200.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000025,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-25 12:30:00.000000+00,10000.00,136000.00,"{""AAPL"":{""value"":23300.00,""shares"":85},""NVDA"":{""value"":47200.00,""shares"":40},""AMZN"":{""value"":55500.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000026,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-26 12:30:00.000000+00,10000.00,138800.00,"{""AAPL"":{""value"":23700.00,""shares"":85},""NVDA"":{""value"":48300.00,""shares"":40},""AMZN"":{""value"":56800.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000027,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-27 12:30:00.000000+00,10000.00,141500.00,"{""AAPL"":{""value"":24100.00,""shares"":85},""NVDA"":{""value"":49500.00,""shares"":40},""AMZN"":{""value"":57900.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000028,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-28 12:30:00.000000+00,10000.00,139000.00,"{""AAPL"":{""value"":24500.00,""shares"":85},""NVDA"":{""value"":50500.00,""shares"":40},""AMZN"":{""value"":59000.00,""shares"":250}}"
d101a001-0001-4001-a001-100000000029,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-29 12:30:00.000000+00,10000.00,140800.00,"{""AAPL"":{""value"":24800.00,""shares"":85},""NVDA"":{""value"":51000.00,""shares"":40},""AMZN"":{""value"":51000.00,""shares"":220},""MSFT"":{""value"":10000.00,""shares"":20}}"
d101a001-0001-4001-a001-100000000030,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-30 12:30:00.000000+00,10000.00,149200.00,"{""AAPL"":{""value"":25100.00,""shares"":85},""NVDA"":{""value"":51800.00,""shares"":40},""AMZN"":{""value"":51800.00,""shares"":220},""MSFT"":{""value"":10500.00,""shares"":20}}"
d101a001-0001-4001-a001-100000000031,a4b372ae-f3b0-48be-a7e5-2d3a6645e062,2025-03-31 12:30:00.000000+00,10000.00,148500.00,"{""AAPL"":{""value"":25000.00,""shares"":85},""NVDA"":{""value"":51500.00,""shares"":40},""AMZN"":{""value"":51500.00,""shares"":220},""MSFT"":{""value"":10500.00,""shares"":20}}"
d102b001-0001-4001-b001-000000000001,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-01 14:30:00.000000+00,100000.00,100000.00,{}
d102b001-0001-4001-b001-000000000002,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-02 14:30:00.000000+00,65200.00,100620.00,"{""TSLA"":{""value"":18420.00,""shares"":30},""META"":{""value"":17000.00,""shares"":40}}"
d102b001-0001-4001-b001-000000000003,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-03 14:30:00.000000+00,36780.00,101240.00,"{""TSLA"":{""value"":18850.00,""shares"":30},""META"":{""value"":17510.00,""shares"":40},""NFLX"":{""value"":28100.00,""shares"":45}}"
d102b001-0001-4001-b001-000000000004,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-04 14:30:00.000000+00,36780.00,98200.00,"{""TSLA"":{""value"":17640.00,""shares"":30},""META"":{""value"":16760.00,""shares"":40},""NFLX"":{""value"":27020.00,""shares"":45}}"
d102b001-0001-4001-b001-000000000005,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-05 14:30:00.000000+00,11780.00,98845.00,"{""TSLA"":{""value"":18240.00,""shares"":30},""META"":{""value"":17425.00,""shares"":40},""NFLX"":{""value"":27900.00,""shares"":45},""DIS"":{""value"":23500.00,""shares"":150}}"
d102b001-0001-4001-b001-000000000006,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-06 14:30:00.000000+00,11780.00,101450.00,"{""TSLA"":{""value"":19080.00,""shares"":30},""META"":{""value"":17850.00,""shares"":40},""NFLX"":{""value"":28720.00,""shares"":45},""DIS"":{""value"":24020.00,""shares"":150}}"
d102b001-0001-4001-b001-000000000007,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-07 14:30:00.000000+00,780.00,103210.00,"{""TSLA"":{""value"":19470.00,""shares"":30},""META"":{""value"":18190.00,""shares"":40},""NFLX"":{""value"":29380.00,""shares"":45},""DIS"":{""value"":24390.00,""shares"":150},""PYPL"":{""value"":11000.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000008,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-08 14:30:00.000000+00,780.00,104728.00,"{""TSLA"":{""value"":19830.00,""shares"":30},""META"":{""value"":18530.00,""shares"":40},""NFLX"":{""value"":30005.00,""shares"":45},""DIS"":{""value"":24833.00,""shares"":150},""PYPL"":{""value"":11550.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000009,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-09 14:30:00.000000+00,780.00,106320.00,"{""TSLA"":{""value"":20280.00,""shares"":30},""META"":{""value"":18870.00,""shares"":40},""NFLX"":{""value"":30630.00,""shares"":45},""DIS"":{""value"":25290.00,""shares"":150},""PYPL"":{""value"":11250.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000010,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-10 14:30:00.000000+00,780.00,107960.00,"{""TSLA"":{""value"":20670.00,""shares"":30},""META"":{""value"":19210.00,""shares"":40},""NFLX"":{""value"":31160.00,""shares"":45},""DIS"":{""value"":25590.00,""shares"":150},""PYPL"":{""value"":11330.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000011,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-11 14:30:00.000000+00,780.00,109680.00,"{""TSLA"":{""value"":21240.00,""shares"":30},""META"":{""value"":19550.00,""shares"":40},""NFLX"":{""value"":31740.00,""shares"":45},""DIS"":{""value"":25875.00,""shares"":150},""PYPL"":{""value"":11275.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000012,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-12 14:30:00.000000+00,780.00,111270.00,"{""TSLA"":{""value"":21690.00,""shares"":30},""META"":{""value"":19890.00,""shares"":40},""NFLX"":{""value"":32280.00,""shares"":45},""DIS"":{""value"":26160.00,""shares"":150},""PYPL"":{""value"":11250.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000013,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-13 14:30:00.000000+00,780.00,109545.00,"{""TSLA"":{""value"":21120.00,""shares"":30},""META"":{""value"":19465.00,""shares"":40},""NFLX"":{""value"":31650.00,""shares"":45},""DIS"":{""value"":25485.00,""shares"":150},""PYPL"":{""value"":11045.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000014,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-14 14:30:00.000000+00,780.00,111100.00,"{""TSLA"":{""value"":21570.00,""shares"":30},""META"":{""value"":19805.00,""shares"":40},""NFLX"":{""value"":32145.00,""shares"":45},""DIS"":{""value"":26115.00,""shares"":150},""PYPL"":{""value"":11465.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000015,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-15 14:30:00.000000+00,780.00,112680.00,"{""TSLA"":{""value"":22050.00,""shares"":30},""META"":{""value"":20145.00,""shares"":40},""NFLX"":{""value"":32640.00,""shares"":45},""DIS"":{""value"":26370.00,""shares"":150},""PYPL"":{""value"":11475.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000016,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-16 14:30:00.000000+00,780.00,114495.00,"{""TSLA"":{""value"":22590.00,""shares"":30},""META"":{""value"":20570.00,""shares"":40},""NFLX"":{""value"":33210.00,""shares"":45},""DIS"":{""value"":26655.00,""shares"":150},""PYPL"":{""value"":11470.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000017,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-17 14:30:00.000000+00,780.00,116355.00,"{""TSLA"":{""value"":23010.00,""shares"":30},""META"":{""value"":20995.00,""shares"":40},""NFLX"":{""value"":33840.00,""shares"":45},""DIS"":{""value"":27150.00,""shares"":150},""PYPL"":{""value"":11360.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000018,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-18 14:30:00.000000+00,780.00,118290.00,"{""TSLA"":{""value"":23430.00,""shares"":30},""META"":{""value"":21335.00,""shares"":40},""NFLX"":{""value"":34470.00,""shares"":45},""DIS"":{""value"":27645.00,""shares"":150},""PYPL"":{""value"":11410.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000019,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-19 14:30:00.000000+00,780.00,116785.00,"{""TSLA"":{""value"":22860.00,""shares"":30},""META"":{""value"":20995.00,""shares"":40},""NFLX"":{""value"":33930.00,""shares"":45},""DIS"":{""value"":27150.00,""shares"":150},""PYPL"":{""value"":11850.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000020,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-20 14:30:00.000000+00,780.00,118560.00,"{""TSLA"":{""value"":23220.00,""shares"":30},""META"":{""value"":21420.00,""shares"":40},""NFLX"":{""value"":34380.00,""shares"":45},""DIS"":{""value"":27810.00,""shares"":150},""PYPL"":{""value"":11730.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000021,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-21 14:30:00.000000+00,780.00,120915.00,"{""TSLA"":{""value"":23850.00,""shares"":30},""META"":{""value"":21845.00,""shares"":40},""NFLX"":{""value"":35145.00,""shares"":45},""DIS"":{""value"":28305.00,""shares"":150},""PYPL"":{""value"":11770.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000022,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-22 14:30:00.000000+00,780.00,123045.00,"{""TSLA"":{""value"":24390.00,""shares"":30},""META"":{""value"":22270.00,""shares"":40},""NFLX"":{""value"":35820.00,""shares"":45},""DIS"":{""value"":28800.00,""shares"":150},""PYPL"":{""value"":11765.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000023,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-23 14:30:00.000000+00,780.00,124945.00,"{""TSLA"":{""value"":24840.00,""shares"":30},""META"":{""value"":22695.00,""shares"":40},""NFLX"":{""value"":36450.00,""shares"":45},""DIS"":{""value"":29145.00,""shares"":150},""PYPL"":{""value"":11815.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000024,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-24 14:30:00.000000+00,780.00,126870.00,"{""TSLA"":{""value"":25230.00,""shares"":30},""META"":{""value"":23120.00,""shares"":40},""NFLX"":{""value"":37080.00,""shares"":45},""DIS"":{""value"":29640.00,""shares"":150},""PYPL"":{""value"":11800.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000025,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-25 14:30:00.000000+00,780.00,128925.00,"{""TSLA"":{""value"":25680.00,""shares"":30},""META"":{""value"":23545.00,""shares"":40},""NFLX"":{""value"":37845.00,""shares"":45},""DIS"":{""value"":30150.00,""shares"":150},""PYPL"":{""value"":11705.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000026,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-26 14:30:00.000000+00,780.00,131070.00,"{""TSLA"":{""value"":26190.00,""shares"":30},""META"":{""value"":23970.00,""shares"":40},""NFLX"":{""value"":38610.00,""shares"":45},""DIS"":{""value"":30720.00,""shares"":150},""PYPL"":{""value"":11580.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000027,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-27 14:30:00.000000+00,780.00,133020.00,"{""TSLA"":{""value"":26640.00,""shares"":30},""META"":{""value"":24395.00,""shares"":40},""NFLX"":{""value"":39240.00,""shares"":45},""DIS"":{""value"":31095.00,""shares"":150},""PYPL"":{""value"":11650.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000028,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-28 14:30:00.000000+00,780.00,135135.00,"{""TSLA"":{""value"":27150.00,""shares"":30},""META"":{""value"":24820.00,""shares"":40},""NFLX"":{""value"":39960.00,""shares"":45},""DIS"":{""value"":31485.00,""shares"":150},""PYPL"":{""value"":11720.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000029,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-29 14:30:00.000000+00,780.00,137205.00,"{""TSLA"":{""value"":27660.00,""shares"":30},""META"":{""value"":25160.00,""shares"":40},""NFLX"":{""value"":40635.00,""shares"":45},""DIS"":{""value"":31890.00,""shares"":150},""PYPL"":{""value"":11860.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000030,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-30 14:30:00.000000+00,780.00,139500.00,"{""TSLA"":{""value"":28140.00,""shares"":30},""META"":{""value"":25585.00,""shares"":40},""NFLX"":{""value"":41355.00,""shares"":45},""DIS"":{""value"":32430.00,""shares"":150},""PYPL"":{""value"":11990.00,""shares"":110}}"
d102b001-0001-4001-b001-000000000031,b5c483fa-8e12-49a3-93f6-3d4ba6756071,2025-03-31 14:30:00.000000+00,780.00,141780.00,"{""TSLA"":{""value"":28770.00,""shares"":30},""META"":{""value"":26010.00,""shares"":40},""NFLX"":{""value"":42030.00,""shares"":45},""DIS"":{""value"":32865.00,""shares"":150},""PYPL"":{""value"":12105.00,""shares"":110}}"
d104d001-0001-4001-d001-000000000001,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-01 18:15:00.000000+00,100000.00,100000.00,{}
d104d001-0001-4001-d001-000000000002,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-02 18:15:00.000000+00,55100.00,100200.00,"{""JPM"":{""value"":21960.00,""shares"":120},""GS"":{""value"":23140.00,""shares"":40}}"
d104d001-0001-4001-d001-000000000003,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-03 18:15:00.000000+00,55100.00,101350.00,"{""JPM"":{""value"":22320.00,""shares"":120},""GS"":{""value"":23930.00,""shares"":40}}"
d104d001-0001-4001-d001-000000000004,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-04 18:15:00.000000+00,55100.00,99740.00,"{""JPM"":{""value"":21600.00,""shares"":120},""GS"":{""value"":23040.00,""shares"":40}}"
d104d001-0001-4001-d001-000000000005,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-05 18:15:00.000000+00,31725.00,100375.00,"{""JPM"":{""value"":22140.00,""shares"":120},""GS"":{""value"":23355.00,""shares"":40},""BAC"":{""value"":23700.00,""shares"":600}}"
d104d001-0001-4001-d001-000000000006,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-06 18:15:00.000000+00,31725.00,102045.00,"{""JPM"":{""value"":22680.00,""shares"":120},""GS"":{""value"":23990.00,""shares"":40},""BAC"":{""value"":23650.00,""shares"":600}}"
d104d001-0001-4001-d001-000000000007,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-07 18:15:00.000000+00,31725.00,101500.00,"{""JPM"":{""value"":22140.00,""shares"":120},""GS"":{""value"":23815.00,""shares"":40},""BAC"":{""value"":23820.00,""shares"":600}}"
d104d001-0001-4001-d001-000000000008,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-08 18:15:00.000000+00,31725.00,102375.00,"{""JPM"":{""value"":22500.00,""shares"":120},""GS"":{""value"":24100.00,""shares"":40},""BAC"":{""value"":24050.00,""shares"":600}}"
d104d001-0001-4001-d001-000000000009,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-09 18:15:00.000000+00,5430.00,103245.00,"{""JPM"":{""value"":22860.00,""shares"":120},""GS"":{""value"":24505.00,""shares"":40},""BAC"":{""value"":24150.00,""shares"":600},""WFC"":{""value"":26300.00,""shares"":420}}"
d104d001-0001-4001-d001-000000000010,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-10 18:15:00.000000+00,5430.00,105290.00,"{""JPM"":{""value"":23325.00,""shares"":120},""GS"":{""value"":24855.00,""shares"":40},""BAC"":{""value"":24430.00,""shares"":600},""WFC"":{""value"":27250.00,""shares"":420}}"
d104d001-0001-4001-d001-000000000011,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-11 18:15:00.000000+00,5430.00,103870.00,"{""JPM"":{""value"":22680.00,""shares"":120},""GS"":{""value"":24330.00,""shares"":40},""BAC"":{""value"":24250.00,""shares"":600},""WFC"":{""value"":27180.00,""shares"":420}}"
d104d001-0001-4001-d001-000000000012,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-12 18:15:00.000000+00,5430.00,105110.00,"{""JPM"":{""value"":23040.00,""shares"":120},""GS"":{""value"":24680.00,""shares"":40},""BAC"":{""value"":24430.00,""shares"":600},""WFC"":{""value"":27530.00,""shares"":420}}"
d104d001-0001-4001-d001-000000000013,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-13 18:15:00.000000+00,5430.00,105450.00,"{""JPM"":{""value"":23400.00,""shares"":120},""GS"":{""value"":24680.00,""shares"":40},""BAC"":{""value"":24150.00,""shares"":600},""WFC"":{""value"":27790.00,""shares"":420}}"
d104d001-0001-4001-d001-000000000014,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-14 18:15:00.000000+00,5430.00,107080.00,"{""JPM"":{""value"":23760.00,""shares"":120},""GS"":{""value"":25030.00,""shares"":40},""BAC"":{""value"":24350.00,""shares"":600},""WFC"":{""value"":28510.00,""shares"":420}}"
d104d001-0001-4001-d001-000000000015,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-15 18:15:00.000000+00,100.00,106820.00,"{""JPM"":{""value"":23580.00,""shares"":120},""GS"":{""value"":24855.00,""shares"":40},""BAC"":{""value"":24550.00,""shares"":600},""WFC"":{""value"":28440.00,""shares"":420},""C"":{""value"":5295.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000016,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-16 18:15:00.000000+00,100.00,107530.00,"{""JPM"":{""value"":24120.00,""shares"":120},""GS"":{""value"":25030.00,""shares"":40},""BAC"":{""value"":24350.00,""shares"":600},""WFC"":{""value"":28650.00,""shares"":420},""C"":{""value"":5380.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000017,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-17 18:15:00.000000+00,100.00,108815.00,"{""JPM"":{""value"":24480.00,""shares"":120},""GS"":{""value"":25380.00,""shares"":40},""BAC"":{""value"":24550.00,""shares"":600},""WFC"":{""value"":28860.00,""shares"":420},""C"":{""value"":5445.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000018,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-18 18:15:00.000000+00,100.00,110020.00,"{""JPM"":{""value"":24840.00,""shares"":120},""GS"":{""value"":25960.00,""shares"":40},""BAC"":{""value"":24750.00,""shares"":600},""WFC"":{""value"":28930.00,""shares"":420},""C"":{""value"":5440.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000019,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-19 18:15:00.000000+00,100.00,108750.00,"{""JPM"":{""value"":24300.00,""shares"":120},""GS"":{""value"":25380.00,""shares"":40},""BAC"":{""value"":24550.00,""shares"":600},""WFC"":{""value"":28440.00,""shares"":420},""C"":{""value"":5980.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000020,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-20 18:15:00.000000+00,100.00,109710.00,"{""JPM"":{""value"":24840.00,""shares"":120},""GS"":{""value"":25615.00,""shares"":40},""BAC"":{""value"":24750.00,""shares"":600},""WFC"":{""value"":28790.00,""shares"":420},""C"":{""value"":5615.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000021,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-21 18:15:00.000000+00,100.00,111045.00,"{""JPM"":{""value"":25200.00,""shares"":120},""GS"":{""value"":26310.00,""shares"":40},""BAC"":{""value"":24800.00,""shares"":600},""WFC"":{""value"":29070.00,""shares"":420},""C"":{""value"":5565.00,""shares"":65}}"
